,CandT,Lassosum,LDpred2
0.0,-5.53978,-0.915759,-5.34735
1.0,-2.1035269000000003,-0.47878816,-2.7952836000000003
2.0,-1.4197448000000001,-0.368106,-2.2600064
3.0,-1.0294058,-0.31136167,-1.9453342
4.0,-0.79287452,-0.27491087999999997,-1.6578743999999999
5.0,-0.56791265,-0.24352545,-1.4436905
6.0,-0.36772896000000005,-0.22090086,-1.2601776000000005
7.0,-0.18315636999999993,-0.19835766999999999,-1.1125912999999998
8.0,-0.036106967999999996,-0.17097548,-0.9578702800000001
9.0,0.13029131000000002,-0.14815735,-0.85820763
10.0,0.2675516,-0.1308756,-0.7488212
11.0,0.40342993000000005,-0.11140283,-0.6496095199999998
12.0,0.5260637599999999,-0.095388304,-0.5470146400000001
13.0,0.65265731,-0.07844127199999999,-0.46028561
14.0,0.7522135600000001,-0.06085501599999998,-0.3657121599999999
15.0,0.8692946999999996,-0.046575670000000007,-0.2868217000000003
16.0,0.97347628,-0.034732296,-0.1927582
17.0,1.0757548000000001,-0.020678608999999997,-0.11088263
18.0,1.1811657999999998,-0.007706570799999999,-0.027093765999999915
19.0,1.2724767999999997,0.006649630499999991,0.06335406799999997
20.0,1.376994,0.017373300000000015,0.1394138
21.0,1.4676105,0.028940891999999985,0.20218916999999992
22.0,1.5411328000000004,0.039390926000000014,0.26502048000000006
23.0,1.6156873999999999,0.04816801799999999,0.32627988999999996
24.0,1.7158835999999995,0.058656823999999975,0.3967092
25.0,1.7938749999999999,0.068122925,0.45393925
26.0,1.8748220000000004,0.08004686000000001,0.5043267200000001
27.0,1.9829899,0.090173826,0.5635024399999999
28.0,2.0426888000000005,0.099355304,0.6289446400000002
29.0,2.1031676,0.11224455,0.6898946199999995
30.0,2.1708439999999998,0.12273809999999997,0.7497338
31.0,2.2508128999999997,0.13039346999999998,0.80398946
32.0,2.315892,0.1383448,0.85809844
33.0,2.3836178,0.14591037,0.90988166
34.0,2.4508374,0.15558560000000002,0.9527753200000002
35.0,2.5195745,0.16375895,0.99867505
36.0,2.5878867999999997,0.1743238,1.045846
37.0,2.6514444999999998,0.18201334000000002,1.1084302000000001
38.0,2.7213507999999997,0.19071258,1.1704256
39.0,2.7843660999999997,0.19790506,1.219693
40.0,2.8439560000000004,0.2065438,1.259886
41.0,2.9033721999999997,0.21436308999999998,1.3076128999999999
42.0,2.9676154,0.22350556,1.3616271999999998
43.0,3.0362011,0.23232187,1.4014171
44.0,3.0933664,0.2397768,1.4517416
45.0,3.1477985000000004,0.2487381,1.4984235000000004
46.0,3.199245,0.25843812,1.5505118
47.0,3.247221699999999,0.26912662,1.6000360999999994
48.0,3.3071007999999997,0.27841716,1.6494668000000001
49.0,3.3789407999999996,0.28557099,1.7088406
50.0,3.44269,0.2955495,1.75797
51.0,3.5062001,0.30324826,1.8082469000000003
52.0,3.5849984,0.31159072000000004,1.8570980000000001
53.0,3.6454812000000008,0.31806306000000006,1.9050653000000002
54.0,3.7103494,0.3268477,1.9625984
55.0,3.769808,0.33394085,2.0253110000000003
56.0,3.840094,0.34208832000000006,2.0690628
57.0,3.8881289000000003,0.34890193999999997,2.1222339
58.0,3.9350072,0.3565553799999999,2.1698215999999997
59.0,4.0062963,0.36314421999999996,2.2162206999999996
60.0,4.0786,0.3699489999999999,2.2696899999999998
61.0,4.131703,0.3812633,2.3275083999999997
62.0,4.1997982,0.38810029999999984,2.3765137999999997
63.0,4.2578526,0.39669694000000005,2.4308202
64.0,4.3331308,0.406659,2.4806744
65.0,4.404895,0.41539865000000004,2.533831
66.0,4.4646554,0.42552276,2.5846816
67.0,4.5357183999999995,0.43589987,2.6311086
68.0,4.621916,0.4461980000000001,2.6767148000000005
69.0,4.691712399999998,0.4574321899999999,2.7353875999999997
70.0,4.7834449999999995,0.4649448,2.780958
71.0,4.8527149,0.47420958999999996,2.8311400999999994
72.0,4.914950800000001,0.48413172000000004,2.8830343999999997
73.0,4.986654299999999,0.49494584,2.9401121999999997
74.0,5.0602746000000005,0.5049814,2.9982912
75.0,5.1446425,0.51269225,3.0618275
76.0,5.239196,0.52292372,3.1275231999999997
77.0,5.326295000000001,0.5332498300000001,3.2043233000000004
78.0,5.4144602,0.54279632,3.2768965999999997
79.0,5.500405199999999,0.5543266500000003,3.3346307
80.0,5.572896,0.5663313999999999,3.396042
81.0,5.6591241,0.5794120000000003,3.4547090000000007
82.0,5.753707599999999,0.5912005399999999,3.5120001999999997
83.0,5.8330918,0.60433608,3.5941878000000003
84.0,5.9361863999999995,0.6153658,3.6752071999999996
85.0,6.045402499999999,0.6287811999999995,3.767714
86.0,6.152569,0.644341,3.8552796000000003
87.0,6.2510547999999995,0.65889856,3.9532978
88.0,6.387888,0.67816856,4.0490112
89.0,6.5267172,0.6949513099999999,4.1695685000000005
90.0,6.661275000000002,0.7141778000000003,4.278651000000002
91.0,6.8193031,0.7327282100000002,4.407895900000001
92.0,6.9739188,0.75776648,4.5446295999999995
93.0,7.131747800000002,0.7762957000000008,4.679920100000001
94.0,7.323058999999997,0.8060281,4.844327199999999
95.0,7.541308,0.8355595499999999,5.048580499999999
96.0,7.788950399999995,0.8683279999999999,5.2190759999999985
97.0,8.0801425,0.90396644,5.484658400000001
98.0,8.508629999999998,0.96709914,5.789997999999998
99.0,9.341283400000004,1.053830000000001,6.421861300000014
99.5,10.081848999999991,1.1314471499999992,6.7731718999999995
99.7,10.4560282,1.162764099999998,7.028778699999997
99.9,11.149271100000018,1.2872063300000094,7.71381266000001
100.0,14.5769,1.53171,9.57016
