,CandT,Lassosum,LDpred2
0.0,-1.06054,-16.3656,-1.61373
1.0,-0.614703,-10.39053,-0.89909203
2.0,-0.530271,-9.402362,-0.75777452
3.0,-0.530271,-8.6649727,-0.68645822
4.0,-0.530271,-8.0763308,-0.63215616
5.0,-0.4281035999999997,-7.613854,-0.5827403
6.0,-0.340617,-7.2065554,-0.5443693000000001
7.0,-0.314388,-6.847411200000001,-0.51163779
8.0,-0.314388,-6.5680308,-0.4797842
9.0,-0.314388,-6.2609704,-0.45226188
10.0,-0.300315,-5.999656,-0.4241594
11.0,-0.300315,-5.6689495,-0.39861972
12.0,-0.300315,-5.4786512,-0.37327496
13.0,-0.300315,-5.2715505,-0.35210434999999995
14.0,-0.244029,-5.0544772,-0.33307549999999997
15.0,-0.229956,-4.876327,-0.31026770000000004
16.0,-0.229956,-4.724053199999999,-0.2869503199999999
17.0,-0.229956,-4.5201766999999995,-0.26352673
18.0,-0.229956,-4.367961800000001,-0.24435194000000002
19.0,-0.229956,-4.2032901,-0.22798024
20.0,-0.229956,-4.0132699999999994,-0.2147526
21.0,-0.195093,-3.8098964,-0.20151513
22.0,-0.11035742,-3.6575254,-0.18469754
23.0,-0.098505,-3.4937985,-0.16696133
24.0,-0.084432,-3.3756404,-0.15506756000000013
25.0,-0.084432,-3.258535,-0.13887649999999999
26.0,-0.084432,-3.1225982,-0.11985743999999997
27.0,-0.084432,-2.9896637,-0.10436234
28.0,-0.084432,-2.8460823999999993,-0.08863594399999998
29.0,-0.084432,-2.6872235,-0.07674809
30.0,-0.040302,-2.560785000000001,-0.06179867
31.0,-0.028146,-2.4119194999999998,-0.04991294500000001
32.0,-0.014073,-2.2845975999999997,-0.03792158799999998
33.0,-0.014073,-2.1739255,-0.023013400000000007
34.0,-0.014073,-1.9984847999999997,-0.00552717499999998
35.0,-0.014073,-1.888443,0.007515731499999989
36.0,-0.014073,-1.7882736000000006,0.01979594
37.0,-0.014073,-1.6528601,0.040842074
38.0,-0.014073,-1.5773605999999998,0.05310703600000001
39.0,-0.014073,-1.455283099999999,0.06583451500000001
40.0,-0.014073,-1.3329219999999997,0.07926392
41.0,0.0,-1.2162785999999999,0.09003937599999995
42.0,0.0,-1.1138804,0.10361746000000001
43.0,0.0,-0.99809807,0.11667736000000001
44.0,0.0,-0.89358604,0.12706304000000002
45.0,0.0,-0.7903417499999991,0.13936655000000003
46.0,0.0,-0.688923,0.14889064000000002
47.0,0.0,-0.5783059100000003,0.16393912999999996
48.0,0.0,-0.4896446400000007,0.17788387999999997
49.0,0.0,-0.38445523000000015,0.19178029
50.0,0.105222,-0.280905,0.206179
51.0,0.10688331000000029,-0.1509200099999988,0.21830060000000004
52.0,0.131451,-0.016195955999998707,0.23106556000000025
53.0,0.131451,0.08033846000000001,0.24384834000000002
54.0,0.131451,0.22450071999999996,0.25882772
55.0,0.189654,0.32483665000000006,0.27036795
56.0,0.189654,0.4042001600000005,0.28517888
57.0,0.193713,0.5822950699999991,0.29562552999999997
58.0,0.20181,0.6804842599999995,0.30658608
59.0,0.20181,0.8005945800000003,0.32004905000000006
60.0,0.20181,0.9415191999999998,0.3345747999999998
61.0,0.215883,1.0716724999999998,0.34700901999999995
62.0,0.215883,1.1545183999999997,0.35949778
63.0,0.215883,1.2657541,0.37394861
64.0,0.215883,1.3527548000000007,0.38760200000000006
65.0,0.215883,1.4742205000000015,0.4033154000000001
66.0,0.215883,1.6107644,0.41771892
67.0,0.215883,1.7147533000000001,0.42806631
68.0,0.215883,1.8262764,0.4390398
69.0,0.215883,1.964484999999999,0.4544517799999999
70.0,0.215883,2.103107,0.47029519999999997
71.0,0.215883,2.2373673,0.48538342
72.0,0.215883,2.356621999999999,0.5014930799999999
73.0,0.215883,2.4669408999999995,0.51481201
74.0,0.215883,2.6044335999999997,0.52790422
75.0,0.215883,2.7412475,0.5434552500000001
76.0,0.31930792000000074,2.8875572000000007,0.5576008
77.0,0.335178,3.041726500000001,0.5733029700000003
78.0,0.335531,3.2225292000000003,0.5889960200000001
79.0,0.405537,3.3524089,0.61087629
80.0,0.405537,3.4947220000000003,0.6310732
81.0,0.41961,3.6521234000000002,0.6468729200000001
82.0,0.41961,3.8084473999999995,0.66750922
83.0,0.41961,3.9487584,0.68654633
84.0,0.431766,4.1514196000000005,0.70710096
85.0,0.431766,4.351973499999999,0.73160005
86.0,0.431766,4.543096599999998,0.7527956199999999
87.0,0.431766,4.771537599999999,0.7763559400000001
88.0,0.431766,4.9524644,0.7983937200000001
89.0,0.431766,5.151598600000001,0.8258568
90.0,0.431766,5.398880000000002,0.8557566000000001
91.0,0.551061,5.6200111,0.8957051699999999
92.0,0.62142,5.9112976,0.92735992
93.0,0.635493,6.2740018000000015,0.9511684100000004
94.0,0.635493,6.698571599999989,0.9893595399999995
95.0,0.635493,7.1002479999999935,1.0265714999999997
96.0,0.635493,7.633915199999998,1.0849744
97.0,0.635493,8.294168699999991,1.1459413999999988
98.0,0.851376,9.089113999999997,1.2304427999999998
99.0,0.851376,10.232210999999994,1.3605996
99.5,0.9629168250000477,11.395802000000003,1.5245078500000036
99.7,1.04103,11.952965300000008,1.5871277900000007
99.9,1.0551,13.295780600000068,1.749313720000029
100.0,1.27099,15.8181,2.06774
