,CandT,Lassosum,LDpred2
0.0,-3.39081,-0.624581,-3.42335
1.0,-1.948092,-0.35374148,-1.8415164
2.0,-1.6904724,-0.31713188,-1.6027536
3.0,-1.5448636,-0.29637744,-1.4709
4.0,-1.4349792000000001,-0.28041772000000004,-1.385082
5.0,-1.348458,-0.2647654,-1.3030519999999999
6.0,-1.2602220000000002,-0.252044,-1.2434284
7.0,-1.1833216,-0.24055664,-1.1911164
8.0,-1.10915,-0.23186768,-1.1317716
9.0,-1.0290032000000002,-0.21978908,-1.0652572
10.0,-0.9504298,-0.208067,-1.0117639999999999
11.0,-0.88992784,-0.19637812,-0.94351632
12.0,-0.8284271200000001,-0.1876322,-0.8789602400000001
13.0,-0.76192164,-0.17889552,-0.8255912799999999
14.0,-0.69891256,-0.17032332,-0.77693444
15.0,-0.6512588000000001,-0.16337820000000003,-0.7373384000000001
16.0,-0.60672444,-0.15712668,-0.7007933599999999
17.0,-0.56329208,-0.15139012000000002,-0.65874964
18.0,-0.5242760000000001,-0.14677320000000002,-0.6280353999999999
19.0,-0.48762024,-0.14166943999999998,-0.5939987999999999
20.0,-0.4602154,-0.13724940000000002,-0.5663773999999998
21.0,-0.42415140000000007,-0.13210564000000002,-0.5386428400000001
22.0,-0.3961440400000001,-0.12667512,-0.51429952
23.0,-0.36865692000000005,-0.12290604000000001,-0.49266776
24.0,-0.34174604000000003,-0.11967808,-0.47336292
25.0,-0.319297,-0.116061,-0.455546
26.0,-0.29447784,-0.11253935999999999,-0.43795836
27.0,-0.27421012,-0.10914151999999999,-0.42216692
28.0,-0.25404491999999995,-0.10594703999999999,-0.40166463999999996
29.0,-0.235647,-0.10271324,-0.38271668000000003
30.0,-0.21447960000000002,-0.09952968000000001,-0.36487080000000005
31.0,-0.196005,-0.09698926000000001,-0.34812384
32.0,-0.17624752000000002,-0.094020984,-0.33006148
33.0,-0.15742276,-0.091650324,-0.31492532
34.0,-0.13893716,-0.089583636,-0.29787004
35.0,-0.12125780000000008,-0.08705282,-0.2816426000000001
36.0,-0.10192460000000003,-0.08478466400000001,-0.27115520000000004
37.0,-0.08567577200000001,-0.08209356000000001,-0.26095132
38.0,-0.07208435599999997,-0.07912052799999998,-0.2464636399999999
39.0,-0.05598610399999998,-0.0764485,-0.23116759999999992
40.0,-0.04222167999999999,-0.07423822,-0.21949159999999998
41.0,-0.028916988000000008,-0.072177524,-0.20799496
42.0,-0.00864141800000014,-0.06995446400000001,-0.19608072000000001
43.0,0.007250129200000002,-0.067698632,-0.18593656
44.0,0.024013151999999992,-0.06516438000000001,-0.17333552000000005
45.0,0.03704616000000001,-0.06213876,-0.15941239999999998
46.0,0.049986223999999954,-0.060202936000000006,-0.14831176
47.0,0.06539788799999996,-0.05808220400000002,-0.13696464000000005
48.0,0.078573424,-0.055949,-0.12445580000000005
49.0,0.09272598399999986,-0.054058616000000004,-0.11255024000000002
50.0,0.106203,-0.0519729,-0.102509
51.0,0.12289640000000018,-0.04988326399999999,-0.09012556799999996
52.0,0.13628268,-0.047511892,-0.07715295600000001
53.0,0.15021100000000018,-0.045383143999999966,-0.063260888
54.0,0.16395400000000007,-0.043260744,-0.052030335999999976
55.0,0.17906840000000004,-0.041138339999999995,-0.040526239999999936
56.0,0.1947188000000001,-0.038770563999999993,-0.028953219999999998
57.0,0.21111868,-0.036628148,-0.01822569200000002
58.0,0.22559927999999999,-0.034500584000000015,-0.006255873200000013
59.0,0.24130136,-0.032588724,0.009065142800000002
60.0,0.2584951999999999,-0.030712400000000004,0.021489839999999972
61.0,0.27289064,-0.02892832,0.03298557600000001
62.0,0.29109799999999997,-0.026295348000000003,0.04561611599999998
63.0,0.30551192,-0.024021504,0.05750001200000005
64.0,0.31804711999999996,-0.021970932000000002,0.068455884
65.0,0.33266720000000005,-0.019697639999999995,0.08001654
66.0,0.34711475999999997,-0.01686112,0.09284857199999999
