,CandT,Lassosum,LDpred2
0.0,-23.6726,-0.895348,-20.1739
1.0,-12.047748,-0.5073186,-12.170648
2.0,-10.044792,-0.437713,-10.791556
3.0,-8.9426552,-0.39647512,-9.8496836
4.0,-8.059637200000001,-0.36188832000000004,-9.295457599999999
5.0,-7.433068,-0.33479359999999997,-8.72273
6.0,-6.8885892,-0.31203372,-8.268273200000001
7.0,-6.3686240000000005,-0.28767296,-7.8466676
8.0,-5.9151848000000005,-0.26943992,-7.5473615999999994
9.0,-5.5054288,-0.25301396000000004,-7.2918532
10.0,-5.159765999999999,-0.23884019999999997,-7.038556
11.0,-4.8371264,-0.22432884,-6.7903452
12.0,-4.5365916,-0.21027524,-6.5418456
13.0,-4.2300552,-0.19744388000000002,-6.3250316
14.0,-3.9408524,-0.18538356,-6.1148484000000005
15.0,-3.6867980000000005,-0.1741628,-5.941841999999999
16.0,-3.4310115999999997,-0.16296712,-5.7462712
17.0,-3.1470864,-0.1535866,-5.538512
18.0,-2.8717204,-0.14157604000000001,-5.3550656000000005
19.0,-2.6366619999999994,-0.13222852,-5.1827044
20.0,-2.423488,-0.12455759999999999,-5.011172
21.0,-2.2179784000000002,-0.11516444,-4.839854000000001
22.0,-2.0294000000000003,-0.10567288,-4.6584868
23.0,-1.8199664,-0.098059584,-4.484809200000001
24.0,-1.6397084,-0.087766476,-4.3305512
25.0,-1.44774,-0.0784934,-4.17733
26.0,-1.2467719999999998,-0.06951117199999998,-4.0325543999999995
27.0,-1.0640263999999995,-0.06360996,-3.9047536
28.0,-0.8599005200000001,-0.05581446,-3.762164
29.0,-0.6820750400000004,-0.04789244800000002,-3.6223608
30.0,-0.4997230000000001,-0.039190300000000004,-3.488754000000001
31.0,-0.3168381200000001,-0.032097676000000006,-3.3630136
32.0,-0.16209444000000026,-0.02500249600000002,-3.2250196
33.0,0.009255689599999988,-0.01888572,-3.0909928
34.0,0.20460616,-0.011752787999999997,-2.9561708
35.0,0.37872479999999925,-0.005109906000000001,-2.8116140000000005
36.0,0.5144550399999994,0.001464854399999986,-2.6954732
37.0,0.6919742799999998,0.0077132087999999994,-2.5686588
38.0,0.86516028,0.015062908000000003,-2.4453688
39.0,1.0126980000000005,0.021348604000000004,-2.3295208
40.0,1.1663920000000005,0.02796062000000002,-2.2274819999999997
41.0,1.3225335999999999,0.035173024,-2.1016340000000002
42.0,1.48662,0.040771435999999904,-2.0072168000000006
43.0,1.6273284000000001,0.047002012,-1.8753963999999999
44.0,1.7969947999999998,0.05438466799999996,-1.7545724000000003
45.0,1.949318,0.06143678,-1.6406199999999997
46.0,2.1443735999999998,0.06862166,-1.5175904
47.0,2.3026223999999984,0.07538767199999999,-1.39537
48.0,2.4757467999999996,0.082073684,-1.2799048000000004
49.0,2.6340739999999996,0.08828941599999998,-1.1732752000000002
50.0,2.79027,0.0946822,-1.06311
51.0,2.9705096,0.10147608000000001,-0.9578919599999994
52.0,3.1293708000000002,0.10710000000000001,-0.82770444
53.0,3.268756400000004,0.11364540000000001,-0.7210462799999987
54.0,3.434066,0.12038668000000001,-0.6003766399999996
55.0,3.5851400000000004,0.12762579999999998,-0.47178059999999983
56.0,3.7615228,0.13369992000000003,-0.35748495999999996
57.0,3.949118,0.14100968,-0.24787712000000012
58.0,4.095066,0.14775028,-0.14617400000000055
59.0,4.2488128000000005,0.1552102,-0.006218318399999839
60.0,4.416192,0.1608102,0.12264739999999877
61.0,4.588782800000001,0.16735288,0.2463157600000003
62.0,4.738437599999998,0.17404196,0.37005791999999954
63.0,4.8893272,0.18053512000000002,0.4817453600000001
64.0,5.036699199999999,0.18580275999999998,0.6028660799999994
65.0,5.200378000000001,0.19381640000000008,0.7221234000000006
66.0,5.3521644,0.20043087999999998,0.85858736
67.0,5.522259600000001,0.20826716,0.9819604000000005
68.0,5.6917032,0.21551568,1.1204192000000002
69.0,5.8287472,0.22351048,1.2178107999999996
70.0,5.991588,0.23083739999999983,1.3470799999999987
71.0,6.1760316,0.23968083999999995,1.4593524
72.0,6.351349599999999,0.24813764,1.5903908
73.0,6.5310684,0.2559382,1.7336144
74.0,6.728953999999999,0.26355835999999994,1.8500563999999997
75.0,6.88259,0.272285,1.98181
76.0,7.048855600000002,0.28111952000000007,2.123543600000001
77.0,7.2508924,0.28975844,2.2767920000000004
78.0,7.493735200000001,0.2957220400000001,2.4151864000000045
79.0,7.706747600000001,0.30478684,2.5624868000000003
80.0,7.891192000000002,0.3145358000000001,2.7123320000000013
81.0,8.125897600000005,0.3237096,2.883374400000001
82.0,8.361447199999999,0.33532584,3.0861579999999997
83.0,8.5992056,0.34604372,3.253908
84.0,8.834517599999998,0.35773639999999984,3.4246791999999973
85.0,9.102565999999998,0.3687127999999999,3.633919999999999
86.0,9.4024344,0.38088188000000006,3.8454624
87.0,9.7021172,0.3927966000000001,4.117872400000004
88.0,9.970827199999997,0.407387,4.329734799999997
89.0,10.306032,0.42140072,4.5719788
90.0,10.628000000000002,0.4353314000000001,4.8653400000000016
91.0,11.070096000000008,0.44968636,5.149680000000002
92.0,11.478087999999998,0.46763124,5.471013999999999
93.0,11.991036000000001,0.48636768,5.807882800000001
94.0,12.55063199999999,0.5065047199999998,6.195014399999974
95.0,13.156619999999997,0.5348763999999995,6.6703879999999955
96.0,13.92854,0.56815988,7.138082799999999
97.0,14.777876000000001,0.6036638,7.775112000000003
98.0,16.01117199999999,0.6598755999999998,8.66424799999999
99.0,17.855391999999974,0.7423757199999995,10.062083999999981
99.5,19.564472000000077,0.8096847400000002,11.171750000000007
99.7,20.5598932,0.8707051520000001,12.009422
99.9,23.377274800000162,0.977139676000001,14.448258400000277
100.0,28.2916,1.14323,18.2999
